Name,Year,Odometer,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price_usd
'Maruti Swift ZXI',0.619048,0.00814,Petrol,Manual,0.554562,0.106624,0.098136,0.5,5280
'Volkswagen Vento Petrol Highline',0.619048,0.010128,Petrol,Manual,0.44842,0.181243,0.131989,0.5,5100
'Maruti Ertiga VXI',0.666667,0.00382,Petrol,Manual,0.477639,0.139375,0.113161,0.7,6420
'Hyundai Grand i10 AT Asta',0.857143,0.005534,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,7560
'Hyundai Creta 1.6 Di SX',0.904762,0.006743,Diesel,Manual,0.586464,0.178266,0.174971,0.5,15000
'Audi A6 3.0 TDI quattro',0.47619,0.007666,Diesel,Automatic,0.5,0.435988,0.394028,0.5,9000
'Mahindra XUV500 W8 1.99 mHawk',0.857143,0.012463,Diesel,Manual,0.477042,0.255489,0.201217,0.7,13500
'Ford EcoSport 1.5 Ti VCT AT Titanium BE',0.857143,0.003974,Petrol,Automatic,0.478533,0.162821,0.144922,0.5,9180
'Hyundai Xcent 1.1 Di Base',0.857143,0.015359,Diesel,Manual,0.72749,0.092296,0.069989,0.5,5400
'Volkswagen Vento 1.5 TDI Comfortline AT',0.761905,0.011512,Diesel,Automatic,0.632379,0.162635,0.131229,0.5,9000
'Mercedes-Benz S-Class 280 AT',0.285714,0.018414,Petrol,Automatic,0.387597,0.43971,0.334348,0.5,8520
'Hyundai i10 Magna',0.571429,0.008586,Petrol,Manual,0.607036,0.106624,0.085013,0.5,2700
'Audi A4 35 TDI Technology Edition',0.809524,0.004589,Diesel,Automatic,0.510137,0.250093,0.266508,0.5,32400
'Hyundai i20 Sportz 1.4 CrDi',0.666667,0.00762,Diesel,Manual,0.652952,0.143655,0.103766,0.5,5016
'Hyundai Verna 1.4 EX',0.714286,0.012128,Diesel,Manual,0.700656,0.143655,0.103652,0.5,7800
'Honda City 1.5 V MT',0.571429,0.009989,Petrol,Manual,0.506857,0.162449,0.159376,0.5,3780
'Maruti Alto LXi BSII',0.619048,0.004377,Petrol,Manual,0.587358,0.032006,0.023013,0.5,2880
'Maruti Wagon R AMT VXI',0.857143,0.001358,Petrol,Automatic,0.611509,0.069594,0.062381,0.5,5100
'Hyundai Verna 1.6 Di AT SX',0.857143,0.00657,Diesel,Automatic,0.568873,0.178266,0.174971,0.5,11172
'Maruti Alto LXi BSIII',0.619048,0.00982,Petrol,Manual,0.587358,0.032006,0.023013,0.5,2868
'Maruti Baleno Zeta 1.2',0.857143,0.003205,Petrol,Manual,0.638044,0.106624,0.093001,0.5,7452
'Land Rover Freelander 2 TD4 SE',0.666667,0.018313,Diesel,Automatic,0,0.289356,0.153671,0.5,19800
'Honda -V 2.0L 2WD AT',0.619048,0.008587,Petrol,Automatic,0.408468,0.255489,0.227577,0.5,9864
'Honda City V AT',0.809524,0.004897,Petrol,Automatic,0.465116,0.162449,0.156143,0.5,10200
'Mercedes-Benz SLK-Class 55 AMG',0.761905,0.000435,Petrol,Automatic,0.357782,0.900074,0.735641,0.2,108000
'Honda City i-VTEC S',0.809524,0.001574,Petrol,Manual,0.518784,0.162449,0.158045,0.5,7812
'Maruti Swift VDI',0.714286,0.005358,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5580
'Toyota Corolla Altis 2008-2013 1.8 VL AT',0.714286,0.008451,Petrol,Automatic,0.433214,0.217715,0.197604,0.5,10080
'Maruti Wagon R LX',0.380952,0.016897,Petrol,Manual,0.563506,0.069594,0.062571,0.5,1332
'Mercedes-Benz E-Class 2015-2017 E 200 CGI',0.761905,0.011051,Petrol,Automatic,0.357782,0.254373,0.284899,0.5,20700
'Jaguar XF Aero Sport Edition',0.666667,0.002435,Diesel,Automatic,0.487776,0.289356,0.291936,0.5,38400
'Hyundai i20 Sportz Petrol',0.619048,0.009515,Petrol,Manual,0.506857,0.106624,0.087105,0.5,4140
'Land Rover Freelander 2 SE',0.761905,0.013051,Diesel,Automatic,0.36941,0.289356,0.2155,0.5,27600
'Hyundai Elite i20 Petrol Sportz',0.952381,0.002162,Petrol,Manual,0.554562,0.106624,0.090643,0.5,8784
'Honda Amaze S i-Vtech',0.761905,0.006314,Petrol,Manual,0.536673,0.106811,0.099848,0.5,5280
'Mercedes-Benz M-Class ML 350 4Matic',0.809524,0.003051,Diesel,Automatic,0,0.43971,0.248764,0.5,56820
'Maruti Alto 800 VXI',0.857143,0.00275,Petrol,Manual,0.677996,0.032006,0.024914,0.5,4944
'Hyundai Grand i10 AT Asta',0.857143,0.003205,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,7440
'BMW X3 xDrive30d M Sport',0.857143,0.007512,Diesel,Automatic,0.493441,0.440826,0.425637,0.5,54000
'Maruti 1000 AC',0,0.015974,Petrol,Manual,0.447227,0.064384,0.150393,0.5,1020
'Hyundai i20 Magna',0.571429,0.014589,Petrol,Manual,0.55158,0.106624,0.087105,0.5,3360
'Hyundai Grand i10 AT Asta',0.809524,0.004897,Petrol,Automatic,0.563506,0.106624,0.090909,0.5,5760
'Ford Fiesta 1.5 TDCi Titanium',0.761905,0.018866,Diesel,Manual,0.745677,0.162635,0.105649,0.5,6780
'Mercedes-Benz E-Class 220 CDI',0.619048,0.011974,Diesel,Manual,0.447227,0.283588,0.150393,0.5,17400
'Maruti Swift Dzire VDI',0.809524,0.010589,Diesel,Manual,0.792785,0.116115,0.075694,0.5,7080
'Toyota Etios VXD',0.809524,0.009974,Diesel,Manual,0.703339,0.1377,0.062457,0.5,6000
'Hyundai Xcent 1.2 Kappa Base',0.809524,0.003512,Petrol,Manual,0.569469,0.106624,0.090909,0.5,5880
'Honda Civic 2006-2010 1.8 S MT',0.52381,0.010743,Petrol,Manual,0.402504,0.218645,0.182199,0.5,5100
'Toyota Innova 2.5 GX (Diesel) 8 Seater',0.761905,0.038436,Diesel,Manual,0.387299,0.347972,0.126284,0.8,13080
'Hyundai Accent GLE',0.666667,0.008589,Petrol,Manual,0.39356,0.162077,0.113731,0.5,2940
'Maruti Alto 800 LXI',0.714286,0.004589,Petrol,Manual,0.677996,0.032006,0.024914,0.5,3000
'Mercedes-Benz SL-Class SL 500',0.571429,0.005358,Petrol,Automatic,0.241503,0.900074,0.671548,0.2,35400
'Ford Ecosport 1.5 DV5 MT Titanium Optional',0.714286,0.014166,Diesel,Manual,0.676804,0.162635,0.10582,0.5,6900
'Skoda Rapid 1.6 MPI AT Ambition Plus',0.761905,0.014874,Petrol,Automatic,0.426357,0.181243,0.131989,0.5,5544
'Audi Q3 2012-2015 35 TDI Quattro Premium Plus',0.857143,0.006435,Diesel,Automatic,0.468992,0.250093,0.266508,0.5,28200
'Mahindra XUV500 W8 2WD',0.714286,0.008572,Diesel,Manual,0.477042,0.289356,0.201217,0.7,8700
'Hyundai Verna Xi (Petrol)',0.52381,0.009205,Petrol,Manual,0.414431,0.181429,0.131229,0.5,2700
'Ford Ikon 1.6 CLXI',0.238095,0.012743,Petrol,Manual,0.423375,0.181057,0.109928,0.5,1020
'Honda Brio VX AT',0.857143,0.004927,Petrol,Automatic,0.49195,0.106811,0.100038,0.5,6120
'Toyota Innova 2.5 GX (Diesel) 7 Seater',0.761905,0.014166,Diesel,Manual,0.387299,0.347972,0.126284,0.7,15000
'Mahindra XUV500 W10 AWD',0.857143,0.010173,Diesel,Manual,0.477042,0.289356,0.201217,0.7,19152
'Hyundai Xcent 1.2 Kappa AT SX Option',0.809524,0.006282,Petrol,Automatic,0.503876,0.106624,0.090909,0.5,6540
'Ford Endeavour 2.2 Trend MT 4X4',0.904762,0.005925,Diesel,Manual,0.402504,0.292892,0.23488,0.7,28632
'Chevrolet Spark 1.0 LT',0.47619,0.006706,Petrol,Manual,0.536673,0.069036,0.052872,0.5,2100
'Maruti Ertiga SHVS VDI',0.904762,0.002651,Diesel,Manual,0.731067,0.116115,0.103271,0.7,11700
'Honda Amaze S i-Dtech',0.714286,0.009437,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5700
'Honda City i VTEC S',0.761905,0.009205,Petrol,Manual,0.518784,0.162449,0.158045,0.5,7500
'Mini Cooper Countryman D',0.761905,0.005384,Diesel,Automatic,0.7096,0.255675,0.147965,0.5,26400
'Toyota Corolla Altis 2008-2013 1.8 VL AT',0.857143,0.006376,Petrol,Automatic,0.433214,0.217715,0.197604,0.5,16968
'Hyundai Santro Xing XL eRLX Euro III',0.333333,0.006897,Petrol,Manual,0.506857,0.085969,0.150393,0.5,1140
'Skoda Superb Elegance 1.8 TSI AT',0.761905,0.009974,Petrol,Automatic,0.408468,0.218459,0.234975,0.5,14340
'Maruti Wagon R LXI BS IV',0.619048,0.010436,Petrol,Manual,0.563506,0.069594,0.062571,0.5,3000
'Hyundai i10 Era 1.1',0.714286,0.007512,Petrol,Manual,0.590638,0.085969,0.064378,0.5,3300
'Maruti Baleno Zeta 1.2',0.857143,0.004738,Petrol,Manual,0.638044,0.106624,0.093001,0.5,7500
'Volkswagen Vento 1.6 Highline',0.761905,0.008598,Petrol,Manual,0.44842,0.181243,0.131229,0.5,5940
'Hyundai Grand i10 1.2 Kappa Sportz Option',0.904762,0.002336,Petrol,Manual,0.563506,0.106624,0.090643,0.5,5700
'Ford Figo Diesel EXI',0.714286,0.008282,Diesel,Manual,0.596303,0.144213,0.064378,0.5,3060
'Honda Civic 2010-2013 1.8 V AT Sunroof',0.619048,0.007205,Petrol,Automatic,0.414431,0.218645,0.182769,0.5,5400
'Maruti Alto 800 LXI',0.809524,0.003305,Petrol,Manual,0.677996,0.032006,0.024914,0.5,3612
'Audi A6 2.7 TDI',0.571429,0.00536,Diesel,Automatic,0.369708,0.385932,0.276341,0.5,13800
'Mercedes-Benz E-Class 280 CDI',0.380952,0.011768,Diesel,Automatic,0.327967,0.43971,0.312476,0.5,13188
'Honda City 1.5 V AT Exclusive',0.52381,0.013666,Petrol,Automatic,0.506857,0.162449,0.159376,0.5,4452
'Honda -V 2.4 4WD AT',0.380952,0.012282,Petrol,Automatic,0.301133,0.32192,0.22404,0.5,2400
'Maruti Ciaz 1.3 Alpha',0.952381,0.005977,Diesel,Manual,0.837507,0.116115,0.103271,0.5,11376
'Maruti Wagon R LXI',0.285714,0.009512,Petrol,Manual,0.563506,0.069594,0.062571,0.5,1500
'Hyundai Creta 1.6 Di SX Option',0.809524,0.011981,Diesel,Manual,0.586464,0.178266,0.174971,0.5,13080
'Maruti Ciaz VDi Plus SHVS',0.809524,0.005266,Diesel,Manual,0.837507,0.116115,0.103271,0.5,6600
'Hyundai EON D Lite Plus',0.857143,0.009916,Petrol,Manual,0.6291,0.035355,0.039939,0.5,4452
'Maruti Ertiga VXI',0.761905,0.010619,Petrol,Manual,0.477639,0.139375,0.113161,0.7,7500
'Volkswagen Vento Diesel Highline',0.666667,0.008435,Diesel,Manual,0.612403,0.181243,0.131989,0.5,5880
'Honda City 1.5 GXI',0.333333,0.012436,Petrol,Manual,0.381634,0.161705,0.125143,0.5,1320
'Volkswagen Polo Petrol Trendline 1.2L',0.857143,0.005625,Petrol,Manual,0.491055,0.106811,0.075504,0.5,5664
'Maruti Alto 800 2016-2019 CNG LXI',0.904762,0.003714,CNG,Manual,0.997018,0.032006,0.011601,0.4,4440
'Mercedes-Benz GLA Class 200 CDI',0.857143,0.006593,Diesel,Automatic,0.533691,0.282657,0.19361,0.5,29820
'Hyundai Santa Fe 4X2',0.714286,0.011359,Diesel,Manual,0.43709,0.293078,0.304488,0.7,14700
'Maruti Swift VDI',0.761905,0.007205,Diesel,Manual,0.682767,0.116115,0.075694,0.5,4680
'Mahindra Xylo E8 BS IV',0.619048,0.019974,Diesel,Manual,0.417412,0.348716,0.147965,0.8,3300
'Hyundai Grand i10 Asta Option',0.904762,0.004832,Petrol,Manual,0.563506,0.106624,0.090909,0.5,9420
'Volkswagen Vento Petrol Highline',0.619048,0.010128,Petrol,Manual,0.44842,0.181243,0.131989,0.5,3540
'Honda Accord 2.4 A/T',0.47619,0.012128,Petrol,Automatic,0.348837,0.32192,0.272727,0.5,5820
'Mercedes-Benz B Class B200 CDI',0.857143,0.005606,Diesel,Automatic,0.447227,0.282657,0.139026,0.5,23880
'Maruti Alto LXI',0.428571,0.008004,Petrol,Manual,0.587358,0.032006,0.023013,0.5,2100
'Audi A3 35 TDI Premium',0.857143,0.003051,Diesel,Automatic,0.607633,0.250093,0.206923,0.5,23100
'Renault Duster 85PS Diesel RxL',0.714286,0.010176,Diesel,Manual,0.592427,0.15575,0.094332,0.5,6600
'Ford Fiesta 1.4 ZXi TDCi ABS',0.52381,0.011666,Diesel,Manual,0.53071,0.144213,0.064283,0.5,3300
'Hyundai Creta 1.6 SX Plus Diesel',0.809524,0.004435,Diesel,Manual,0.586464,0.178266,0.174971,0.5,15600
'Ford Figo Diesel ZXI',0.619048,0.004589,Diesel,Manual,0.596303,0.144213,0.064283,0.5,3840
'Volkswagen Polo Petrol Highline 1.6L',0.714286,0.00867,Petrol,Manual,0.454979,0.181243,0.131799,0.5,7008
'Hyundai Verna SX Di AT',0.666667,0.006282,Diesel,Automatic,0.568873,0.178266,0.1752,0.5,7500
'BMW 7 Series 2007-2012 730Ld',0.52381,0.008128,Diesel,Automatic,0.432021,0.440826,0.425637,0.5,43200
'Mitsubishi Lancer GLXD',0.238095,0.019205,Diesel,Manual,0.441264,0.255675,0.064283,0.5,3600
'Toyota Fortuner 3.0 Diesel',0.571429,0.037205,Diesel,Manual,0.342874,0.438779,0.260175,0.7,13200
'Maruti Ciaz VDi Plus',0.809524,0.01382,Diesel,Manual,0.781455,0.116115,0.103271,0.5,7800
'Maruti Vitara Brezza VDi Option',0.952381,0.001666,Diesel,Manual,0.724508,0.116115,0.103271,0.5,11280
'Volkswagen Vento Petrol Highline AT',0.714286,0.006282,Petrol,Automatic,0.429338,0.181243,0.131989,0.5,6300
'Hyundai i20 1.2 Asta',0.619048,0.007205,Petrol,Manual,0.506857,0.106624,0.087105,0.5,5400
'BMW X5 3.0d',0.52381,0.016897,Diesel,Automatic,0.327967,0.440826,0.381894,0.5,21600
'Hyundai Xcent 1.2 Kappa S',0.809524,0.007045,Petrol,Manual,0.569469,0.106624,0.090909,0.5,6672
'Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency',0.714286,0.007359,Diesel,Automatic,0.423673,0.282657,0.321035,0.5,26400
'Land Rover Freelander 2 SE',0.619048,0.010436,Diesel,Automatic,0.36941,0.289356,0.2155,0.5,26400
'Hyundai i10 Magna',0.619048,0.006282,Petrol,Manual,0.607036,0.106624,0.085013,0.5,3180
'Hyundai Verna 1.6 SX Di (O)',0.714286,0.010678,Diesel,Manual,0.665474,0.178266,0.1752,0.5,7020
'Volkswagen Jetta 2012-2014 2.0L TDI Highline',0.666667,0.017666,Diesel,Manual,0.576327,0.250093,0.197604,0.5,8340
'Mahindra XUV500 W8 2WD',0.666667,0.007301,Diesel,Manual,0.450209,0.289356,0.201217,0.7,7800
'Maruti Omni 8 Seater BSII',0.285714,0.010224,Petrol,Manual,0.587358,0.032006,0.001521,0.8,1020
'Maruti Swift VDI',0.666667,0.014569,Diesel,Manual,0.682767,0.116115,0.075694,0.5,5400
'Mahindra Scorpio 2.6 LX',0.571429,0.01174,Diesel,Manual,0.313059,0.289356,0.16318,0.8,5100
'Mercedes-Benz GLA Class 200 Sport Edition',0.857143,0.004281,Petrol,Automatic,0.408468,0.254373,0.282997,0.5,31200
'Renault Duster 110PS Diesel RxZ',0.714286,0.00695,Diesel,Manual,0.566786,0.15575,0.141213,0.5,8220
'Audi Q5 2008-2012 2.0 TDI',0.714286,0.012301,Diesel,Automatic,0.381634,0.250093,0.253709,0.5,28416
'Land Rover Freelander 2 SE',0.714286,0.010436,Diesel,Automatic,0.36941,0.289356,0.2155,0.5,18900
'Volkswagen Vento Diesel Comfortline',0.666667,0.011512,Diesel,Manual,0.612403,0.181243,0.131989,0.5,4200
'BMW 5 Series 2003-2012 540i Sedan',0.380952,0.007359,Petrol,Automatic,0.346452,0.438221,0.516927,0.5,8388
'Hyundai Elantra Di SX',1,0.006416,Diesel,Manual,0.676804,0.178266,0.174971,0.5,18684
'Tata Sumo EX',0.809524,0.01304,Diesel,Manual,0.456172,0.433941,0.094332,0.7,6348
'BMW X5 xDrive 30d',0.52381,0.016897,Diesel,Automatic,0.348837,0.440826,0.400913,0.5,24000
'BMW 6 Series 630i Coupe',0.619048,0.000881,Petrol,Automatic,0.236732,0.701712,0.790795,0.4,57000
'Maruti Alto Vxi 1.1',0.190476,0.015921,Petrol,Manual,0.563506,0.081317,0.024344,0.5,1464
'Volkswagen Polo Petrol Comfortline 1.2L',0.666667,0.009944,Petrol,Manual,0.491055,0.106811,0.075504,0.5,4380
'Datsun GO Plus A',0.857143,0.005358,Petrol,Manual,0.614788,0.106811,0.062381,0.7,3720
'Hyundai Creta 1.6 VTVT S',0.857143,0.006128,Petrol,Manual,0.455874,0.17994,0.165652,0.5,13800
'Hyundai Santa Fe 4X4',0.714286,0.01042,Diesel,Manual,0.43709,0.293078,0.304488,0.7,10056
'Volkswagen Polo GT TDI',0.761905,0.010569,Diesel,Manual,0.450507,0.181243,0.131989,0.5,5760
'Honda Amaze S i-Dtech',0.761905,0.010897,Diesel,Manual,0.769231,0.162635,0.12248,0.5,5400
'Maruti Esteem Vxi',0.285714,0.014589,Petrol,Manual,0.474061,0.125419,0.150393,0.5,960
'Maruti Swift VDI',0.761905,0.00382,Diesel,Manual,0.682767,0.116115,0.075694,0.5,4740
'Skoda Rapid 1.6 TDI Ambition',0.666667,0.027667,Diesel,Manual,0.61121,0.181243,0.131799,0.5,4380
'Mercedes-Benz E-Class 280 CDI',0.333333,0.020128,Diesel,Automatic,0.327967,0.43971,0.312476,0.5,12000
'Mahindra Scorpio SLE BSIV',0.619048,0.009974,Diesel,Manual,0.359273,0.289356,0.16318,0.8,4800
'Nissan Sunny 2011-2014 CrDiesel XL',0.666667,0.018094,Diesel,Manual,0.6452,0.15575,0.096234,0.5,5700
'Maruti Swift Dzire VXi',0.52381,0.009974,Petrol,Manual,0.521765,0.125419,0.098136,0.5,3720
'Hyundai EON Sportz',0.904762,0.007189,Petrol,Manual,0.6291,0.035355,0.039939,0.5,4332
'Honda Brio S MT',0.809524,0.005619,Petrol,Manual,0.578414,0.106811,0.100038,0.5,5148
'Nissan Micra XV Primo',0.619048,0.006589,Petrol,Manual,0.538462,0.106811,0.077596,0.5,2556
'Maruti Alto LXi BSII',0.47619,0.008282,Petrol,Manual,0.587358,0.032006,0.023013,0.5,1320
'Volkswagen Polo 1.2 MPI Highline',0.761905,0.001051,Petrol,Manual,0.491055,0.106811,0.075694,0.5,6420
'Maruti Celerio LXI',0.761905,0.008969,Petrol,Manual,0.68873,0.069594,0.062457,0.5,4680
'Maruti Ciaz ZDi Plus',0.857143,0.004435,Diesel,Manual,0.781455,0.116115,0.103271,0.5,10500
'Audi A4 2.0 TDI',0.714286,0.007974,Diesel,Automatic,0.493441,0.250093,0.2155,0.5,23400
'Honda Brio S MT',0.714286,0.005021,Petrol,Manual,0.578414,0.106811,0.100038,0.5,3300
'Mahindra Scorpio VLX 2WD AT BSIV',0.714286,0.013205,Diesel,Automatic,0.351521,0.289356,0.16318,0.8,9600
'Honda City i DTEC V',0.761905,0.010205,Diesel,Manual,0.775194,0.162635,0.12248,0.5,6840
'BMW X1 sDrive20d',0.666667,0.014436,Diesel,Automatic,0.508348,0.255117,0.284899,0.5,15000
'Chevrolet Spark 1.0 LT',0.619048,0.004435,Petrol,Manual,0.536673,0.069036,0.052872,0.5,2100
'Ford Figo Diesel EXI',0.571429,0.016496,Diesel,Manual,0.596303,0.144213,0.064283,0.5,2280
'Maruti Swift VXI BSIV',0.809524,0.005528,Petrol,Manual,0.608229,0.106624,0.090529,0.5,5400
'Mercedes-Benz New C-Class C 220 CDI Avantgarde',0.809524,0.002486,Diesel,Automatic,0.574538,0.282657,0.258273,0.5,36360
'Skoda Octavia Elegance 2.0 TDI AT',0.761905,0.005512,Diesel,Automatic,0.575432,0.250093,0.203119,0.5,19200
'BMW X3 xDrive20d xLine',0.904762,0.006407,Diesel,Automatic,0.553369,0.255117,0.29631,0.5,39336
'Hyundai EON Era Plus',0.809524,0.008386,Petrol,Manual,0.6291,0.035355,0.039939,0.5,3000
'Ford Figo 2015-2019 1.2P Titanium MT',0.904762,0.003663,Petrol,Manual,0.541443,0.106438,0.100038,0.5,6456
'Maruti Alto K10 2010-2014 VXI',0.714286,0.004609,Petrol,Manual,0.623733,0.069594,0.062571,0.5,3180
'Maruti Alto 800 2016-2019 VXI',0.904762,0.000363,Petrol,Manual,0.736434,0.032006,0.024914,0.5,3960
'Mercedes-Benz New C-Class C 220 CDI Style',0.809524,0.005974,Diesel,Automatic,0.574538,0.282657,0.253747,0.5,40800
'Hyundai Xcent 1.1 Di S',0.904762,0.004936,Diesel,Manual,0.72749,0.092296,0.069989,0.5,8196
'Honda Amaze S i-Dtech',0.857143,0.007202,Diesel,Manual,0.769231,0.162635,0.12248,0.5,6924
'Maruti Swift Vdi BSIII',0.47619,0.016436,Diesel,Manual,0.53071,0.116115,0.077596,0.5,3720
'Volkswagen Polo 1.2 MPI Comfortline',0.904762,0.002897,Petrol,Manual,0.483005,0.106997,0.075694,0.5,5940
'Audi A4 2.0 TDI 177 Bhp Premium Plus',0.714286,0.013513,Diesel,Automatic,0.510137,0.250093,0.266508,0.5,19500
'Land Rover Range Rover 3.6 TDV8 Vogue SE',0.666667,0.012956,Diesel,Automatic,0.304114,0.696502,0.52073,0.7,63048
'Mahindra XUV500 W8 2WD',0.619048,0.019667,Diesel,Manual,0.477042,0.289356,0.201217,0.7,7680
'Ford Endeavour 2.5L 4X2',0.619048,0.010897,Diesel,Manual,0.390578,0.348902,0.203119,0.7,8340
'Tata Indica V2 DLX',0.47619,0.007666,Diesel,Manual,0.512821,0.143655,0.036706,0.5,1020
'Hyundai Xcent 1.1 Di Base',0.904762,0.012589,Diesel,Manual,0.72749,0.092296,0.069989,0.5,4140
'Honda Civic 2006-2010 1.8 S MT',0.47619,0.012282,Petrol,Manual,0.402504,0.218645,0.182199,0.5,3300
'Hyundai i20 Sportz Option 1.2',0.809524,0.005512,Petrol,Manual,0.554562,0.106624,0.090586,0.5,5940
'Hyundai i20 Sportz 1.2',0.857143,0.002547,Petrol,Manual,0.554562,0.106624,0.090586,0.5,8148
'Maruti Swift Dzire ZXI',0.761905,0.007396,Petrol,Manual,0.569469,0.106624,0.098136,0.5,5400
'Hyundai i20 Sportz 1.4 CrDi',0.666667,0.010436,Diesel,Manual,0.652952,0.143655,0.103766,0.5,5280
'Toyota Fortuner 4x2 AT',0.666667,0.024282,Diesel,Automatic,0.37418,0.438779,0.25542,0.7,20988
'Hyundai i10 Sportz',0.761905,0.004812,Petrol,Manual,0.607036,0.106624,0.085013,0.5,5592
'Hyundai Grand i10 Asta',0.809524,0.00382,Petrol,Manual,0.563506,0.106624,0.090909,0.5,6600
'Hyundai i20 Asta 1.2',0.857143,0.008743,Petrol,Manual,0.554562,0.106624,0.090586,0.5,7200
'Hyundai Santro Xing XL AT eRLX Euro II',0.428571,0.011666,Petrol,Automatic,0.506857,0.085969,0.150393,0.5,2880
'Honda Amaze S i-Dtech',0.857143,0.007277,Diesel,Manual,0.769231,0.162635,0.12248,0.5,6300
'Mercedes-Benz M-Class ML 250 CDI',0.761905,0.007666,Diesel,Automatic,0.454979,0.282657,0.321415,0.5,54000
'Hyundai i20 Sportz Diesel',0.571429,0.009512,Diesel,Manual,0.685748,0.143655,0.106124,0.5,3240
'Hyundai i10 Era',0.714286,0.010098,Petrol,Manual,0.590638,0.085969,0.064378,0.5,4068
'Maruti Swift Dzire VDI',0.761905,0.012554,Diesel,Manual,0.792785,0.116115,0.075694,0.5,6828
'BMW Z4 2009-2013 Roadster 2.5i',0.952381,0.001505,Petrol,Automatic,0.309183,0.438221,0.516927,0.2,70248
'Chevrolet Beat Diesel',0.666667,0.011193,Diesel,Manual,0.758497,0.058057,0.044504,0.5,3000
'Honda Brio V MT',0.666667,0.009051,Petrol,Manual,0.578414,0.106811,0.100038,0.5,3900
'Ford Figo Diesel Titanium',0.761905,0.005051,Diesel,Manual,0.596303,0.144213,0.064378,0.5,3900
'Maruti Celerio VXI AT',0.857143,0.005634,Petrol,Automatic,0.68873,0.069594,0.062457,0.5,5100
'Mercedes-Benz New C-Class C 220 CDI Elegance AT',0.761905,0.006282,Diesel,Automatic,0.442457,0.282657,0.258273,0.5,22200
'Hyundai Santro Xing XL AT eRLX Euro III',0.428571,0.010897,Petrol,Automatic,0.506857,0.085969,0.150393,0.5,2880
'Honda Brio S MT',0.809524,0.007151,Petrol,Manual,0.578414,0.106811,0.100038,0.5,5100
'Hyundai EON Sportz',0.761905,0.002251,Petrol,Manual,0.6291,0.035355,0.039939,0.5,4968
'Hyundai i20 1.4 CrDi Sportz',0.809524,0.010516,Diesel,Manual,0.685748,0.143655,0.106124,0.5,8400
'Ford Endeavour 3.2 Titanium AT 4X4',0.952381,0.002281,Diesel,Automatic,0.325283,0.478973,0.309623,0.7,39600
'Maruti SX4 ZDI',0.666667,0.011883,Diesel,Manual,0.641026,0.116115,0.103842,0.5,4236
'Chevrolet Optra Magnum 1.6 LS Petrol',0.428571,0.018128,Petrol,Manual,0.384615,0.181243,0.129897,0.5,1620
'Volkswagen Vento Diesel Highline',0.714286,0.011512,Diesel,Manual,0.612403,0.181243,0.131989,0.5,5400
'Honda City V MT',0.666667,0.010589,Petrol,Manual,0.500894,0.162449,0.156143,0.5,5880
'Hyundai Creta 1.6 Di SX Option',0.857143,0.008059,Diesel,Manual,0.586464,0.178266,0.174971,0.5,14712
'Hyundai Xcent 1.1 Di SX',0.761905,0.008897,Diesel,Manual,0.72749,0.092296,0.069989,0.5,4788
'Ford Figo Diesel EXI',0.809524,0.010057,Diesel,Manual,0.596303,0.144213,0.064283,0.5,4560
'Volkswagen Jetta 2007-2011 2.0 TDI Trendline',0.714286,0.010437,Diesel,Manual,0.447227,0.236695,0.134652,0.5,8100
'Mahindra TUV 300 2015-2019 T8',0.904762,0.003397,Diesel,Manual,0.551282,0.161705,0.125143,0.7,10500
'Ford Ecosport 1.5 Ti VCT MT Titanium',0.714286,0.008435,Petrol,Manual,0.471079,0.162821,0.144161,0.5,6240
'Hyundai Verna 1.6 SX VTVT (O)',0.904762,0.002956,Petrol,Manual,0.509839,0.17994,0.165652,0.5,10104
'Maruti Wagon R LXI CNG',0.761905,0.008897,CNG,Manual,0.793083,0.069594,0.045569,0.5,3600
'Hyundai i20 Sportz 1.2',0.857143,0.003666,Petrol,Manual,0.554562,0.106624,0.090586,0.5,6900
'Audi A4 New 2.0 TDI Multitronic',0.47619,0.002589,Diesel,Automatic,0.45319,0.250093,0.202739,0.5,11700
'Nissan Micra Active XV S',0.809524,0.004358,Petrol,Manual,0.581097,0.106811,0.062457,0.5,4200
'Mercedes-Benz M-Class ML 250 CDI',0.761905,0.010128,Diesel,Automatic,0.454979,0.282657,0.321415,0.5,36000
'Land Rover Discovery Sport TD4 S',0.904762,0.003358,Diesel,Automatic,0.382528,0.289356,0.215481,0.5,42000
'Skoda Rapid 1.6 TDI Active',0.714286,0.006897,Diesel,Manual,0.61121,0.181243,0.131799,0.5,4380
'Maruti Swift Dzire VDI',0.809524,0.008897,Diesel,Manual,0.697674,0.116115,0.075694,0.5,6300
'Hyundai Grand i10 Di Sportz',0.904762,0.009357,Diesel,Manual,0.715564,0.092296,0.068087,0.5,6252
'Mahindra TUV 300 T8',0.857143,0.010282,Diesel,Manual,0.551282,0.161705,0.125143,0.7,7560
'Hyundai Grand i10 Di Sportz',0.761905,0.007841,Diesel,Manual,0.715564,0.092296,0.068087,0.5,5664
